observations,design_rank,intercept_cycles,cycles_per_logical_hash,cycles_per_tree_node,r2,adjusted_r2,rmse_cycles,mae_cycles,median_abs_pct_error,p95_abs_pct_error,max_abs_pct_error
87316,3,-157535.67069071444,1779.2384871329132,56185.959693094206,0.9880297831408249,0.988029508949883,1773856.5084912656,1546331.7309780265,4.34813517074581,6.757254978915086,10.769769227308668
